P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,Clases
2427.842508,1839.505912,7231.440053,3464.620115,10552.07203,4623.989932,4913.616082,6170.437625,8913.538521,3901.294674,10316.01682,4405.63672,4541.775522,3332.394537,2720.62172,7510.712116,3426.19063,5460.400082,4920.788394,6105.034278,6250.897651,3167.748058,3966.721053,3483.770394,13815.05747,4649.314263,6844.926818,4787.303996,5470.986878,15029.96758,9249.704254,10754.03688,13903.49366,1321.36376,5755.925781,6384.169688,6592.26071,5681.30548,5081.118147,10655.55185,6813.685506,2226.246969,3812.872732,4500.394897,8715.105537,27114.16998,6728.631043,4027.784682,8443.314499,2547.381415,8676.104493,4575.972337,2998.296703,1933.292279,11727.25131,8165.340095,27208.95001,2985.281942,7425.107502,3744.966962,1608.030548,5699.986021,3581.291139,5121.691432,4977.9244,4338.287696,3028.890056,6512.318832,6709.601234,3902.779441,3733.82579,3025.32278,1604.546581,2935.2894,3663.811055,3210.39598,2842.393771,7509.052906,5018.585848,9834.681768,19495.1942,1442.974061,4294.057422,4305.7749,2144.958113,1921.137934,4220.890834,3784.587051,2188.407796,5777.206286,3659.17841,5849.331103,9423.846598,4123.863462,7815.743982,11867.96078,5062.032382,15395.60305,4346.937781,5413.912991,4786.512568,4056.316268,3083.772259,2900.362641,3310.777701,4466.255777,5649.997585,10421.66731,17103.48024,4175.578018,4057.116663,2424.70539,412.9748194,1490.553454,8212.425724,32756.68422,1437.775943,4655.826,32.77137125,3
1717.846598,47018.22974,56897.05014,3210.86265,9929.084846,32756.68422,4678.952301,4613.788084,8662.366818,6841.191581,7226.164392,6513.79406,4287.709324,2384.499601,2483.331778,9608.291563,19410.88652,4995.531509,3341.865913,6300.946169,5907.506635,3124.53469,5069.693692,4327.247681,7310.617942,3480.025588,7778.753774,6375.282879,6341.562699,4107.790381,7037.544562,6458.15045,2994.280999,1138.839613,6816.612174,2768.420818,7858.174418,3668.70845,5139.510236,5502.016284,13069.07609,1380.851888,2688.489635,5438.751158,10542.40702,5680.992622,6878.213818,2883.804459,9224.709016,2334.908154,4707.624086,2884.213946,2641.825814,2194.632772,11612.20671,3541.56366,4799.635936,3852.300165,5697.123581,15184.80734,1701.694564,4046.12871,4912.390682,5263.453642,5706.351526,4238.097073,6929.285102,4075.402171,5682.741845,3685.626318,2978.855656,2405.675104,1936.328811,3963.690096,16664.20091,5113.092344,2394.63986,7002.529811,4713.362715,7660.011362,11297.06471,1331.337184,2854.709392,3523.376831,3184.182615,2028.612737,2328.153218,3873.612937,7099.021096,5747.630602,2994.281217,4169.861454,8206.159182,10998.49121,6148.629164,8698.012582,5529.760043,14106.69351,4367.360976,4951.36878,4190.217017,4046.772295,2901.216436,3083.084197,3523.792117,4840.946771,4460.55146,12221.69642,25488.08615,5356.012106,4795.665714,3180.181167,290.6965057,1458.922326,4541.775522,16754.16365,69022.20431,5470.908031,337.8810893,3
1987.325055,56897.05014,65208.07081,2393.714804,7464.109237,38195.25676,4105.292668,5376.4137,7290.814206,4851.639341,5905.244646,5777.312094,4873.53468,2902.732534,2618.506344,9349.284658,17284.54406,3794.139013,3175.674379,7057.741621,6088.387168,2850.571601,4166.348769,3629.233453,5823.197554,4797.790126,4670.032893,5456.377926,6787.763486,3369.98775,9328.12534,4895.217131,3096.404028,1603.002185,4580.40064,2398.148636,7775.105902,4358.232981,4348.124099,8506.018746,13081.85098,1476.992113,2925.881898,6787.959083,8856.049637,4518.72853,6322.24941,3773.794277,7998.8651,2285.988463,6399.156687,3166.820533,2817.709898,2302.136095,11117.04576,3864.820181,4325.06446,3629.234338,8463.026124,16664.20091,2012.814907,5959.904583,5794.869127,6320.193897,4626.298382,3970.259756,6957.391708,4700.903026,7161.590604,4252.451325,3484.203669,2729.203361,1791.900866,4110.83501,15379.28417,5242.913958,2825.854256,8456.68785,5205.19211,10235.99091,12221.69642,1569.128095,2435.510005,3998.122319,3280.464761,2154.961419,3040.18196,3685.626318,6271.160961,5256.795832,2537.584631,5965.615822,10019.7042,11088.64367,6562.507237,10253.79556,4928.661469,16754.16365,4079.479275,4646.603019,5536.340475,4131.283234,3619.198833,3716.400158,3676.447888,4879.018375,4330.533461,11612.20671,22987.59251,7480.789893,4382.185157,3053.54904,233.1338296,1270.759187,4256.715415,13069.07609,58743.55934,4970.291607,952.8618723,3
1530.747194,3089.364574,3511.601323,4428.820282,5488.831793,4337.706807,50694.65603,6817.247994,8725.36977,7005.329164,5057.719273,4668.389602,4860.609846,4217.239168,2778.419507,7253.650207,9064.681821,3736.072545,5942.028229,14705.42104,6090.490874,3706.784211,5246.651418,2318.727866,17103.48024,3082.858591,5522.516988,5488.712901,5616.860273,3941.539955,6883.272718,11188.42065,2674.721344,1039.985677,4278.166694,2135.759226,9061.663592,5483.412969,6706.750734,6511.691355,5903.550641,1584.459031,3966.564128,23539.12858,10019.7042,6964.177493,17174.68596,2917.751893,5666.84695,2245.360489,6312.974465,14308.68682,3341.865913,2110.736791,20977.85043,4144.224104,3347.866867,2409.492882,6480.600675,4682.457023,1423.385019,5191.376315,4002.301135,7476.206112,7131.829893,4327.741513,5154.169427,4479.324448,8209.807054,3319.422173,4237.570254,2586.253877,2236.854104,3581.286136,3488.840597,4418.89062,2696.677027,5344.406335,5491.198099,7421.776311,10006.80413,1749.37553,2672.908916,3812.608488,1750.547752,3273.347368,2555.749624,3794.49897,8848.62552,8071.740379,4209.612794,5043.237119,12639.01872,8094.607025,8501.495346,11645.33907,4518.210234,10560.70162,43465.54577,10353.75878,6088.387168,3970.151238,2426.777849,2323.047459,3267.301799,9474.744644,4990.239155,22987.59251,13359.50559,5809.050215,6022.580215,2764.900438,92.33225678,3226.304881,2707.4528,18226.59634,2472.211813,2705.21426,92.33225678,3
1222.594943,2439.021813,2835.034133,3876.775447,4645.823177,4482.852838,50694.65603,7526.67436,6275.466931,5616.770494,6513.79406,5171.585304,5243.036713,4378.111215,2768.420818,8327.71418,9948.132316,3929.38025,6477.449964,17799.3385,6602.48821,3282.209163,4294.667542,2490.447092,12774.59852,5777.312094,5226.039062,5503.159414,5218.441923,3792.580787,8649.112266,9224.709016,2751.720089,1851.85169,3937.682188,2625.854776,9513.692702,6763.769617,5553.283303,9432.366764,5309.54366,1854.157126,3994.618995,17789.66946,9952.426024,7204.357597,25619.22233,3368.67935,5285.784843,2185.180272,6634.564457,10715.28947,3113.788749,2547.018406,25135.71422,4511.367004,3089.364574,2350.325817,6990.940636,4774.180629,1380.851888,5978.583703,4337.664973,6338.747169,6337.501153,4368.912984,4774.793698,4841.815858,9932.242194,3729.13122,4349.783992,2918.848952,2287.931059,3648.026148,3767.369224,4320.875011,2393.307652,5314.526687,4990.239155,7107.273254,8463.678049,1622.084285,2052.500082,4175.180356,1582.468419,1965.612351,2917.615026,3745.255862,7063.440521,11400.2475,4067.556651,4860.609846,16488.49674,8353.230135,8179.990496,14705.42104,3493.59778,12516.17399,43465.54577,7641.838553,5191.376315,4211.235957,3343.141721,3862.998483,2851.373513,6279.626703,4657.389088,20523.84051,13081.85098,6229.43582,6483.847695,3329.804671,145.7842474,2880.784087,2952.890016,14308.68682,2840.388722,2440.967191,63.205045,3
7083.279385,6168.723038,9975.186611,2303.070862,5965.824648,4555.377482,3735.550363,4749.771019,5187.46864,3337.654696,7034.038682,4307.360152,5016.29242,3332.394537,3044.468404,50694.65603,8549.887511,4732.745476,4140.43602,20352.93879,5729.564071,3907.652741,3131.413509,1717.89256,5889.71616,16488.49674,7344.501311,7835.208048,4729.207516,3552.121423,7368.057285,8503.821612,6840.974003,2884.232357,8279.73187,2720.62172,6192.320736,6435.236205,4561.666706,5865.05755,5813.512174,1881.452759,3464.045639,5740.964447,9478.36138,5313.143421,6317.10623,12004.90592,9682.853503,2206.401737,5587.147995,3630.121975,2968.883352,2165.47501,11500.02447,5291.190257,2601.819883,4408.976195,8548.650567,3824.861333,1403.192726,4354.057118,4454.544798,6858.245122,5177.591084,4766.436744,2453.451188,4367.360976,9224.709016,4483.360114,4097.693662,2817.709898,2165.265478,3254.960274,3098.057752,3061.592411,2318.967725,9854.522906,5520.540801,9189.197142,14308.68682,1021.414874,4671.423568,4225.994632,3113.409521,1198.928028,3968.929197,3841.166075,7351.800291,6685.657647,2933.549036,4541.968211,14705.42104,12241.18983,6483.847695,16941.5939,3736.072545,12062.66138,4335.764436,4657.722489,5399.428758,4412.3037,3898.224552,3995.304043,4562.615972,4203.058855,3348.776874,6954.315877,12806.60349,23539.12858,43465.54577,3648.977328,253.849674,2326.256417,7708.892585,27770.36794,7234.897816,5312.108545,274.1831375,3
8593.55054,7472.955335,9181.758413,2359.189884,5714.594973,3989.160598,3982.784752,4991.049338,5299.893608,2933.549036,6341.900709,4388.075284,4825.082151,3188.224538,2673.767405,48030.15679,6794.971235,4278.640848,4329.414818,20352.93879,6216.941448,3764.972976,2934.150482,1718.083041,5617.367055,16664.20091,7750.525533,7515.629955,4575.411028,3601.310138,7970.736717,7911.89686,6979.370313,2875.697179,8753.709586,2792.197558,5919.807924,6190.531499,4683.94495,6044.792282,5744.751155,1701.694564,3158.188487,5587.147995,12929.44822,5443.570524,6549.198889,15906.0881,9456.203818,2310.867358,5941.92201,3219.815248,2935.281925,1933.757809,11720.85077,5376.4137,2433.24378,4228.824265,8227.145718,3667.14108,1315.347978,4330.922815,4075.609013,6497.933449,5271.658002,5139.65861,2473.691115,4110.079108,9452.483792,4911.062659,4079.805815,2367.11197,1810.536856,3246.533931,3063.037436,3187.156881,2594.573427,10307.5628,6354.307157,8601.859705,13748.64396,1630.073465,4884.387401,4316.266769,3504.451274,1269.215011,2829.176368,3938.593047,7079.951776,7196.403681,3184.489388,4293.584267,16032.8829,11645.33907,7059.497546,13285.05083,3532.872832,11869.32612,4422.886616,4885.998451,5414.310064,4837.270579,3870.083909,4252.451325,4639.350194,4119.327968,3706.781145,7724.278077,10624.62707,23539.12858,46130.04501,3513.260613,76.8938485,2482.610559,6157.790552,26275.42029,6665.225763,4408.620277,94.8271329,3
3958.770096,332.864274,8593.55054,4658.249113,3844.946709,3831.67338,6014.69103,4836.793131,4861.174668,1511.158152,11542.15628,4049.924355,4679.963559,31483.90861,2554.753162,3283.492243,10316.01682,2310.867358,3581.291139,6358.338934,4212.367158,7480.789893,3551.61984,2144.958113,7197.917255,2556.508727,4623.192554,6003.901095,6999.139538,3114.897598,5228.151971,9061.663592,11612.20671,5194.09354,4123.601094,2851.822184,12791.42148,6787.763486,6171.625033,4577.325607,4260.856179,2728.576583,5215.878915,2833.78644,30107.80946,6216.941448,9327.049067,4131.790123,21038.63495,2890.325465,5285.784843,2832.224386,3310.777701,1068.753873,8046.847411,5014.691277,2985.74604,2367.877798,11400.2475,3919.901519,1349.525793,5945.760075,4735.230567,5286.453365,10307.5628,2968.525375,2554.2885,4223.290988,6641.231894,3589.976433,7322.03958,2226.367828,1488.523395,8952.041825,3668.70845,2675.269298,2666.276268,6466.257107,21919.9027,7957.348604,8004.79381,1145.70782,3859.720556,4430.791991,2028.612737,2015.087864,2376.839375,3754.99363,6458.820099,7402.897348,2852.956811,4964.689611,6889.742089,4753.152028,14907.41435,8597.042733,6002.486341,8320.36995,4053.590062,9310.913164,5523.022232,12929.44822,3463.594799,4224.156756,4156.205598,3774.767848,8842.538481,18553.14192,9905.224162,4473.106583,4459.436919,4125.999427,891.3455314,2028.042877,7408.768026,25488.08615,1534.311152,6205.533182,605.2519071,3
2995.37052,473.5416461,5665.115077,3706.891201,5250.200523,4182.097171,5315.410022,5618.050995,5429.911944,1945.790158,12950.65028,4388.603084,4965.403018,41871.68305,3295.794848,4056.430746,8320.36995,2918.143509,3776.942324,6661.663778,4670.557711,6525.16029,3551.715175,2464.313928,7446.445401,3628.245579,4115.875878,5928.087528,6867.372611,3396.29714,6683.807383,7794.767997,8295.189428,4075.609013,4190.963854,2946.788205,13069.07609,7957.348604,6211.330027,6758.151742,4926.12638,2665.005083,4266.638875,4251.34993,30827.71065,6911.500959,10009.34123,3902.257891,20352.93879,2506.831598,6650.191062,3340.689938,2765.519342,1895.692023,9718.945539,5592.136014,2480.101306,2455.063872,11088.64367,3930.150378,1267.183734,6056.988989,4743.034647,6260.240571,11484.98207,4203.779978,2684.148181,4261.287288,7974.384589,3782.824694,6964.177493,2459.561998,1866.801544,9122.170705,3201.838782,3036.071327,2731.714044,6249.529694,22605.59886,7231.440053,8664.679341,1750.547752,4635.602505,4964.689611,2062.264199,2129.857379,3106.813829,3687.944337,6086.024986,9627.291777,2977.733707,4851.639341,10233.00086,4676.540308,15906.0881,8698.012582,4622.971039,11965.94234,4657.722489,8950.965571,4893.142377,12020.36354,3512.945661,4408.962697,3802.983324,4200.131441,7613.780039,18132.61962,10124.6408,5577.983218,4906.173984,3116.270592,816.8658025,1234.310989,5761.693983,25488.08615,1293.007139,4766.904838,561.7451819,3
1017.125198,306.7288757,6864.832424,3696.228476,10102.72016,4969.159139,3755.066745,4341.469865,11500.02447,39607.96319,6758.151742,6182.992593,5990.643419,3648.977328,3028.405351,6634.606394,4198.673209,3980.246086,3833.608637,12791.42148,6627.36114,5191.920895,4158.296407,2119.221339,8463.002524,4026.753604,4613.015574,6088.387168,6562.507237,4218.406973,4951.125224,4978.044449,7784.601731,2003.182111,4835.767609,2843.274836,9820.598766,5601.031326,5823.197554,6168.723038,7425.107502,1875.003749,5443.36364,4056.316268,11512.42973,17103.48024,11207.31418,4299.539553,9505.951512,2234.274941,6013.316585,4466.667683,2752.061135,1894.793914,18553.14192,7442.322744,4332.444388,4109.413543,8279.73187,8601.859705,1270.759187,5163.508431,3755.316134,9627.291777,5064.8587,6184.55746,2786.419786,4635.602505,7351.915122,3601.017258,2834.036144,2470.098,2484.067139,3122.22453,2993.325313,4032.578034,2649.648924,6645.0952,4028.998119,6807.419285,20352.93879,1423.385019,2992.990938,4635.849319,5218.441923,2705.032372,3561.091216,3658.017206,7411.989511,15184.80734,50694.65603,8597.042733,10722.42597,6029.768375,8119.72269,13717.55515,4511.367004,27208.95001,4774.938611,6207.155986,5584.624553,4058.945942,2819.842876,3257.398397,3349.953463,3987.490364,5177.455496,5813.512174,11452.00382,4505.89983,4577.054425,2050.256696,1044.961745,1325.64808,5697.123581,22605.59886,1666.805227,5670.592713,822.4846355,3
1546.07813,583.7625783,7958.574165,3796.794658,9249.704254,5244.325535,3707.01611,3979.316016,13195.74185,35057.57538,5932.632592,6279.626703,5780.373104,2942.280488,2391.033321,5475.398425,4815.762593,3794.139013,3474.197154,12774.59852,6359.142092,6295.747104,4448.691996,1881.452759,8463.678049,3740.832169,4384.570852,5931.266129,6689.782402,3464.532888,4603.742766,4790.753107,7804.212638,1632.817466,4646.58133,2697.209922,10673.7805,4877.470036,5762.703142,4469.400988,6375.282879,1933.877295,6238.749909,3431.221576,9154.410749,17103.48024,12129.0076,4311.205772,8364.704388,2457.060833,4339.288925,4835.756525,2674.721344,1782.030722,15906.0881,7660.011362,3968.708499,3901.294674,6528.223167,10925.38574,1270.759187,5205.155684,3785.974728,8650.251871,4787.459993,5520.341522,3542.539125,5815.577654,5986.992779,3166.221051,2236.854104,2515.103804,3158.463853,3484.028739,3686.917637,4123.863462,3184.182615,7307.091461,4745.209247,6788.194722,19495.1942,1550.939487,2498.725371,5172.80725,7794.767997,2546.621003,2625.978457,3324.485831,5592.130557,13223.92579,50694.65603,9227.76098,9384.537951,7313.447973,7716.212358,10560.70162,6546.554484,22605.59886,4088.613248,6294.894163,5570.770255,3522.099136,2968.361319,2825.887728,2918.848952,3357.770269,5191.970104,4836.897568,10343.94802,3812.374369,3764.660248,2065.119957,1020.589629,1950.070621,7456.616373,25488.08615,1587.918246,4271.289975,921.4121024,3
5922.077157,54929.42583,10908.62472,2376.934353,4582.61465,4247.421255,4836.793131,3716.400158,7762.745226,2007.885601,6867.372611,5747.630602,3716.151145,2356.540745,1819.196498,5352.148409,18647.41405,3192.846068,5212.204581,8302.131052,5464.724274,3300.224363,3814.163015,1460.116781,5498.021921,4479.983904,6358.338934,5568.795606,5985.918522,6000.944876,4822.814915,25488.08615,2053.264962,1747.828749,4813.003216,2196.39843,4588.326121,5076.294499,4649.219909,6504.823417,3963.690096,3917.195978,3482.792647,3002.41758,12516.17399,4611.350217,19495.1942,4088.371376,8597.042733,2225.996016,4346.256305,2890.143489,2213.219165,1126.269321,10773.55747,2736.580921,3811.881129,2474.643864,11319.09448,5069.392503,968.9732871,4097.693662,7099.021096,5833.204422,7154.566999,5114.121631,3367.235004,6645.78491,6812.320125,3053.76772,2610.299341,1908.648834,1601.889451,8327.71418,14494.62533,3454.409014,2859.182315,7265.323421,4285.001162,6931.932844,6608.558114,1552.49976,9121.251301,4312.247953,2927.2154,893.4447789,2697.209922,5070.973733,2649.808375,7442.322744,8577.394299,4168.751156,9400.642092,4502.329093,14593.67567,9932.242194,9452.483792,10722.42597,6086.355157,15029.96758,4296.449605,4719.956025,3891.421211,3435.049154,4027.343349,3902.138544,10374.94181,17866.95271,8546.772215,4519.42673,4695.631722,2376.34294,743.6629841,2985.026502,7322.03958,22605.59886,43465.54577,4869.690815,272.3632431,3
4795.800674,54929.42583,11867.96078,3325.762767,4742.285476,4724.644507,5031.04962,4928.661469,8620.344902,2618.426899,7421.776311,7102.565282,4131.098048,1950.410411,1766.842683,6379.979873,19760.36805,3920.939191,5743.71141,7773.543354,5564.733405,3209.864432,4028.998119,2016.010528,6435.236205,4204.404567,6148.629164,6046.508084,5043.109586,4793.320291,6384.20665,24554.55642,1666.805227,1419.232789,3961.106969,2319.083996,5490.27973,5232.835622,5308.793973,7304.955803,4143.553562,3246.533931,3211.445879,2806.879497,13562.70545,5187.46864,16255.40469,4228.824265,9053.888815,2146.245502,4977.614444,2728.054618,2392.167098,968.9732871,9834.681768,3018.443501,3676.133623,2730.537981,11542.15628,5160.401206,1174.433564,4316.266769,6180.709228,5300.780986,6134.487386,5285.241013,3157.439044,5978.583703,7800.564766,3208.411802,2872.4677,2012.814907,1622.084285,7161.897677,13815.05747,3512.092312,2817.853977,7626.127994,4488.518694,8295.189428,6641.231894,1267.183734,7341.931524,4518.210234,2368.642384,1566.270423,2330.462567,4207.300267,2154.555151,6787.763486,9088.832782,4595.124948,9384.537951,4242.570671,18553.14192,11720.85077,10331.51484,10599.21856,5746.333094,14705.42104,4623.192554,4193.362686,3821.424365,3386.084969,3493.724832,3639.09302,8895.403845,18032.43055,8564.869497,4317.104414,4168.751156,2235.830834,434.9859404,2032.764535,7166.408384,22853.43243,43465.54577,4992.904694,151.2784279,3
996.2489052,18553.14192,8364.704388,3919.901519,4293.584267,7038.883882,5541.279997,5271.123453,24100.54651,5745.076374,5030.002329,4473.106583,17103.48024,2842.393771,1895.307678,4346.680391,4984.779815,3637.629627,3874.654733,8962.34177,6124.726526,2384.499601,3075.623843,6594.563358,4530.992889,4123.706583,5701.540584,4916.95049,5761.693983,3151.411686,11409.24694,3168.944803,2225.66223,1220.348432,4307.78169,2051.34434,14316.28267,7351.800291,5047.809002,7797.585289,3327.558536,1839.505912,7107.131774,6487.747768,6008.130589,3735.978597,6650.706621,3968.998013,4461.330249,2337.605719,5693.576526,2997.129477,4108.11158,2894.568198,10480.44524,3464.701153,3071.314181,3599.370544,7040.772486,3600.333908,1558.80916,13562.70545,4543.240575,4153.525041,5909.054062,4410.904462,2727.182448,4022.471339,10385.9219,5098.83697,3436.654517,5775.396541,1442.902446,2380.615315,6934.56575,3438.291426,2843.274836,5965.615822,3911.917445,8597.042733,6414.260483,1653.613217,2376.934353,3854.801921,2704.439553,2196.39843,3219.589639,2377.956757,4159.022034,50694.65603,34337.67418,6627.36114,10853.81385,7621.642087,10233.00086,11117.04576,4437.507346,14494.62533,5087.84113,5003.585092,4728.30979,3368.67935,2515.519512,2571.140108,5347.424689,3142.197516,4577.325607,12791.42148,12221.69642,5955.254657,5616.770494,4089.908774,96.33941861,1396.984836,9780.154449,23993.1385,20352.93879,6842.551165,32.77137125,3
996.2489052,20352.93879,8059.766962,2691.263496,5423.772143,7789.785046,5111.300742,5329.52503,28835.03385,5931.266129,5522.023849,4397.998744,17103.48024,2952.212623,1832.537654,4802.658941,5305.452374,3957.064291,3536.899419,9292.654857,6229.43582,2499.440197,3233.293101,6788.194722,4948.386915,4595.539504,5165.675231,4670.557711,6492.386102,3174.882048,11612.20671,3687.753826,1997.095321,968.1278424,4795.665714,2053.264962,14796.87552,7495.165489,5751.493903,8209.807054,3835.394747,2096.087873,8565.606455,5208.02878,7587.136083,3176.94471,6739.82603,3492.977853,4950.979701,2134.038254,6271.160961,3552.010501,3542.149404,3541.776042,10542.40702,4001.005478,2934.27152,4067.758633,6883.272718,4264.397555,1587.671249,14161.43297,5054.683544,4199.618127,6497.933449,5701.540584,3482.792647,4348.124099,8156.712898,4711.29857,3360.044412,3913.232954,1584.459031,2393.714804,5809.442006,4041.910443,3475.78587,5375.425233,2744.466562,8508.012487,6420.797626,1840.137925,2256.559366,3931.085206,2302.254647,2179.220022,3624.944662,2483.602794,4366.285343,54929.42583,37515.05483,7251.60436,9932.242194,6667.275571,9250.406052,10570.59771,3900.65391,15417.8994,5140.864902,6886.015242,5361.75231,4254.713937,2610.977793,2893.564264,4461.330249,3375.961562,3359.077032,12374.09917,12639.01872,6132.173196,5545.688688,3784.943144,134.3797488,1669.735293,5972.08404,18553.14192,22605.59886,5192.031382,486.8642038,3
7578.939976,64945.95345,11175.5759,9009.120095,5837.069825,6667.305354,3985.964722,5198.311193,7846.850566,3513.092969,4820.908796,6449.382941,5433.331071,3357.84196,2567.831327,3776.942324,5508.140927,2894.568198,3247.933662,7015.281701,10715.28947,3131.413509,5808.703608,1600.657027,4632.547597,6114.369037,4739.13952,6231.205403,5030.002329,3841.166075,5243.036713,6554.645097,4173.900217,4122.841009,3988.964308,2810.382916,16255.40469,7353.548451,5211.265861,8075.634766,3483.689652,1223.300143,4374.912401,6862.071655,8464.505138,6353.792217,9327.049067,4448.210411,5809.050215,2448.196821,5444.571135,2649.945577,2259.883551,1339.014893,14494.62533,3589.427206,2483.379052,3219.790158,11965.94234,3858.751082,1401.04418,4075.609013,4799.014976,4529.844022,4188.593854,3764.377678,3835.089251,27114.16998,15441.75122,3947.201689,3031.624762,2050.256696,1821.683718,2698.63465,6114.86789,3078.574236,4268.247645,7170.474229,4506.3044,12764.71177,10087.06051,1954.440407,5932.632592,4203.844491,2427.842508,1317.851079,2012.814907,2933.549036,2326.223468,10307.5628,3561.375934,6272.53859,18553.14192,4479.324448,6546.554484,12198.24118,4911.062659,23993.1385,6535.685224,8156.712898,7998.8651,5246.651418,4140.43602,4410.904462,4450.606865,6627.978995,4429.561062,5833.531429,9641.226251,8390.105361,5258.408189,2293.618362,100.0191685,3115.878475,8650.251871,20352.93879,50694.65603,4899.8693,50.93367049,3
7161.441637,61131.81995,10632.27351,7327.825166,5046.355711,5649.602775,4008.219038,4759.080096,8300.020997,2490.827486,4007.773597,6317.10623,4009.057841,2872.518729,2752.061135,4284.780141,7256.405295,3184.489388,3623.502336,6271.160961,10805.44193,3096.404028,7616.379689,2154.961419,5516.046212,5860.218882,4600.669662,5285.784843,4840.946771,3677.240863,6002.486341,7578.939976,4393.326316,4824.422555,3725.74017,2492.2238,13731.3756,6105.717234,5236.508943,9064.681821,3911.522592,968.1278424,3117.502807,6524.347911,7925.292413,6353.792217,9165.121308,4280.302676,5188.921541,2778.602307,5790.005498,2793.744539,1976.307687,1373.317921,13009.80334,3273.347368,2744.758751,3400.717512,12791.42148,3734.653996,1209.885653,4742.710086,5003.658376,4051.218418,4032.578034,3659.17841,3890.014998,28835.03385,13950.63727,3600.333908,3288.618144,2756.78789,1415.52799,2822.763133,5573.133125,2985.060832,5483.412969,7378.056029,4555.547319,15906.0881,9780.154449,1652.197589,4397.921958,4213.052786,2318.967725,1790.406875,1798.122197,2899.166622,3474.447575,10081.17259,3044.456464,5520.341522,18553.14192,4479.983904,6681.6661,11512.42973,4475.314002,22605.59886,6883.272718,8320.36995,8142.367737,5009.710431,4041.910443,3755.98471,4121.466966,7057.741621,4185.430577,4635.849319,9948.132316,5907.792577,5418.120558,2593.763284,205.9594688,2451.193789,6560.241863,20352.93879,43465.54577,8416.744426,251.0088723,3
5172.80725,791.3916871,8453.734634,4460.55146,5632.711684,10390.57876,4937.779287,9068.042163,6051.339058,2235.357182,4234.743386,6641.231894,4713.362715,3532.694283,18381.74714,40496.14792,13748.64396,3088.291333,7368.057285,7916.908553,3939.336357,3129.392359,4193.803281,1651.855373,6232.167809,6146.534987,6477.095668,7510.712116,4141.987454,3764.377678,6589.853607,10331.51484,2900.362641,2273.9131,6157.477694,7290.814206,9394.994908,7251.60436,4178.665581,10722.42597,66163.76806,2641.825814,3342.695018,5743.658425,6294.894163,19838.14436,17789.66946,2793.755642,6685.657647,2393.714804,7124.775436,3166.788825,4312.247953,1652.197589,8416.522827,3302.860379,3018.93538,2285.988463,5371.441379,5908.39528,1881.672822,5328.311917,3944.769012,5400.153872,4489.907364,3998.319043,3376.965121,12791.42148,5163.508431,3900.760532,4444.320093,2206.401737,1654.043556,2708.247575,4452.301045,10161.42897,4252.455701,27208.95001,4579.166821,8340.861968,8805.259244,1358.603935,6149.17924,3999.419058,15906.0881,2634.436371,1976.307687,3426.19063,3928.064374,11720.85077,3987.490364,4913.590625,5744.751155,12221.69642,8327.71418,11291.60344,4089.902534,7170.474229,3493.59778,3965.718564,5111.482484,2572.038127,14308.68682,2657.187604,2129.857379,3149.195773,4964.689611,6521.274533,8443.314499,5729.088919,5553.283303,4753.152028,92.33225678,1965.360265,6296.441228,22605.59886,1122.674113,4491.983611,92.33225678,3
5526.231416,719.9886559,10480.44524,4938.661453,4933.504961,10282.73911,4860.609846,9513.692702,6458.820099,2185.180272,4646.422602,6192.320736,4543.693885,3571.459307,18459.68839,43465.54577,14161.43297,2828.337632,9763.109883,8283.379742,4249.962136,3235.797378,4337.706807,1787.667566,5871.420729,4594.397637,6903.704603,7368.057285,4159.94703,4119.898311,6876.893913,8957.346989,3142.3466,2285.031842,6668.800109,7462.730262,9388.632452,7683.838026,4358.735422,10542.40702,69022.20431,2244.588152,2720.759104,5293.714713,5841.180127,19067.93636,14982.81403,2826.102921,6514.194563,2658.16372,6375.282879,2578.369739,3571.446297,1504.14825,7584.019328,3677.95383,3405.768516,2011.746535,4190.901297,5044.920468,1590.29213,5783.568106,2340.752966,4808.373042,4612.380641,3803.269167,3121.925112,12791.42148,5118.925843,3822.025087,4144.224104,1947.612728,1286.772776,3032.299594,4124.099607,8848.62552,4209.276578,37515.05483,4288.798649,8453.734634,8105.15817,1122.040904,6085.826122,4137.537014,17103.48024,2728.054618,2026.156063,4363.3273,3678.881501,12088.78708,4029.275635,5150.435476,5134.51942,11291.60344,8302.131052,11853.76011,4843.702328,6563.734453,3580.676275,4530.634364,5163.76061,2450.722513,16796.35536,3287.382453,2668.994272,2555.2793,5573.388876,6527.26921,7251.60436,5745.389231,5823.96799,5198.311193,92.33225678,1555.568761,5747.630602,22605.59886,1652.197589,7386.929711,92.33225678,3
